CNS,COD_MCPIO,MCPIO
84.8,85250,Paz de Ariporo
66.8,85263,Pore
29.5,85279,Recetor
61.6,85315,Sácama
72.7,85325,San Luis de Palenque
58.5,85400,Támara
116.5,19142,Caloto
95.6,85410,Tauramena
62.4,85430,Trinidad
91.0,85440,Villanueva
92.6,86001,Mocoa
57.1,86219,Colón
47.7,86320,Orito
62.5,86568,Puerto Asís
38.9,86569,Puerto Caicedo
40.0,86571,Puerto Guzmán
79.3,86573,Leguízamo
93.1,86749,Sibundoy
53.2,86755,San Francisco
37.5,86757,San Miguel
41.4,86760,Santiago
41.5,86865,Valle del Guamuez
66.6,86885,Villagarzón
58.2,88001,San Andrés
72.2,88564,Providencia
72.2,91001,Leticia
18.1,91263,El Encanto
29.0,91405,La Chorrera
42.1,91407,La Pedrera
43.1,91540,Puerto Nariño
26.4,91669,Puerto Santander
29.3,91798,Tarapacá
46.6,94001,Inírida
21.6,94343,Barranco Minas
16.1,94663,Mapiripana
14.6,94883,San Felipe
17.8,94888,Morichal
53.1,95001,San José del Guaviare
46.6,95015,Calamar
33.5,95025,El Retorno
21.6,95200,Miraflores
30.7,97001,Mitú
34.2,97161,Caruru
14.2,97511,Pacoa
51.4,97666,Taraira
36.6,97889,Yavaraté
57.0,99001,Puerto Carreño
37.8,99524,La Primavera
44.5,99624,Santa Rosalía
19.0,99773,Cumaribo
92.9,05001,Medellín
72.7,05002,Abejorral
77.0,05004,Abriaquí
89.5,05021,Alejandría
71.1,05030,Amagá
67.3,05031,Amalfi
66.2,05034,Andes
55.6,05036,Angelópolis
44.1,05038,Angostura
46.5,05040,Anorí
67.3,05042,Santafé de Antioquia
51.0,05044,Anza
49.2,05045,Apartadó
55.8,05051,Arboletes
65.1,05055,Argelia
70.1,05059,Armenia
88.2,15550,Pisba
68.8,05079,Barbosa
60.7,05086,Belmira
69.4,05088,Bello
64.5,05091,Betania
59.0,05093,Betulia
66.8,05101,Ciudad Bolívar
48.2,05107,Briceño
58.3,05113,Buriticá
45.0,05120,Cáceres
41.3,05125,Caicedo
82.8,05129,Caldas
40.9,05134,Campamento
66.4,05138,Cañasgordas
62.5,05142,Caracolí
57.0,05145,Caramanta
65.3,05147,Carepa
77.1,05148,El Carmen de Viboral
85.7,05150,Carolina
51.0,05154,Caucasia
66.6,05172,Chigorodó
85.9,05190,Cisneros
87.3,05197,Cocorná
92.7,05206,Concepción
55.7,05209,Concordia
91.4,05212,Copacabana
40.0,05234,Dabeiba
74.8,05237,Don Matías
67.0,05240,Ebéjico
69.1,05250,El Bagre
97.2,05264,Entrerrios
69.5,05266,Envigado
73.2,05282,Fredonia
65.9,05284,Frontino
90.6,05306,Giraldo
72.0,05308,Girardota
61.4,05310,Gómez Plata
61.7,05313,Granada
92.7,05315,Guadalupe
64.0,05318,Guarne
112.1,05321,Guatape
67.9,05347,Heliconia
66.0,05353,Hispania
67.1,05360,Itagüí
58.6,05361,Ituango
71.3,05364,Jardín
81.9,05368,Jericó
83.4,05376,La Ceja
91.6,05380,La Estrella
99.2,05390,La Pintada
90.9,05400,La Unión
70.0,05411,Liborina
96.9,05425,Maceo
87.0,05440,Marinilla
67.5,05467,Montebello
24.0,05475,Murindó
42.1,05480,Mutatá
34.4,05483,Nariño
58.6,05490,Necoclí
48.5,05495,Nechí
58.1,05501,Olaya
76.4,05541,Peñol
47.2,05543,Peque
75.0,05576,Pueblorrico
65.7,05579,Puerto Berrío
56.2,05585,Puerto Nare
61.4,05591,Puerto Triunfo
67.4,05604,Remedios
93.5,05607,Retiro
84.4,05615,Rionegro
68.7,05628,Sabanalarga
103.0,05631,Sabaneta
46.5,05642,Salgar
80.5,05647,San Andrés
80.1,05649,San Carlos
73.7,05652,San Francisco
81.1,05656,San Jerónimo
64.5,05658,San José de la Montaña
63.4,05659,San Juan de Urabá
78.7,05660,San Luis
82.5,05664,San Pedro
84.8,05665,San Pedro de Uraba
76.0,05667,San Rafael
75.9,05670,San Roque
95.5,05674,San Vicente
80.4,05679,Santa Bárbara
82.4,05686,Santa Rosa de Osos
82.1,05690,Santo Domingo
95.7,05697,El Santuario
62.1,05736,Segovia
73.4,05756,Sonson
75.9,05761,Sopetrán
80.5,05789,Támesis
64.5,15232,Chíquiza
43.4,05790,Tarazá
57.5,05792,Tarso
51.0,05809,Titiribí
58.4,05819,Toledo
60.9,05837,Turbo
46.8,05842,Uramita
40.5,05847,Urrao
30.9,05854,Valdivia
68.8,05856,Valparaíso
92.9,05858,Vegachí
73.9,05861,Venecia
78.7,05873,Vigía del Fuerte
40.3,05885,Yalí
74.4,05887,Yarumal
60.2,05890,Yolombó
55.4,05893,Yondó
60.1,05895,Zaragoza
87.7,08001,Barranquilla
87.2,08078,Baranoa
60.2,08137,Campo de la Cruz
59.0,08141,Candelaria
66.4,08296,Galapa
70.1,08372,Juan de Acosta
71.3,08421,Luruaco
66.6,08433,Malambo
96.0,08436,Manatí
81.0,08520,Palmar de Varela
60.5,08549,Piojó
64.2,08558,Polonuevo
56.4,08560,Ponedera
70.3,08606,Repelón
78.4,08634,Sabanagrande
66.4,08638,Sabanalarga
42.2,08675,Santa Lucía
66.6,08685,Santo Tomás
58.4,08758,Soledad
76.4,08770,Suan
54.9,08832,Tubará
67.7,08849,Usiacurí
81.5,11001,"Bogotá, D.C."
79.4,13001,Cartagena
64.3,13006,Achí
35.8,13030,Altos del Rosario
23.1,13042,Arenal
60.8,13052,Arjona
39.6,13062,Arroyohondo
56.9,13074,Barranco de Loba
67.8,13140,Calamar
44.1,13160,Cantagallo
63.3,13188,Cicuco
74.2,13212,Córdoba
70.5,13222,Clemencia
59.7,13244,El Carmen de Bolívar
59.3,13248,El Guamo
51.3,13268,El Peñón
66.0,13300,Hatillo de Loba
67.8,13430,Magangué
70.8,13433,Mahates
60.4,13440,Margarita
65.9,13442,María la Baja
18.8,13458,Montecristo
68.6,13468,Mompós
40.2,13473,Morales
54.7,13549,Pinillos
28.2,13580,Regidor
15.9,13600,Río Viejo
69.0,13620,San Cristóbal
67.5,25372,Junín
73.9,13647,San Estanislao
34.4,13650,San Fernando
83.2,13654,San Jacinto
42.7,13655,San Jacinto del Cauca
77.2,13657,San Juan Nepomuceno
58.3,13667,San Martín de Loba
48.1,13670,San Pablo
76.7,13673,Santa Catalina
51.9,13683,Santa Rosa
41.3,13688,Santa Rosa del Sur
46.1,13744,Simití
72.0,13760,Soplaviento
66.5,13780,Talaigua Nuevo
47.3,13810,Tiquisio
77.4,13836,Turbaco
67.2,13838,Turbaná
62.4,13873,Villanueva
82.6,13894,Zambrano
76.7,15001,Tunja
67.6,15022,Almeida
73.6,15047,Aquitania
91.1,15051,Arcabuco
92.7,15087,Belén
60.9,15090,Berbeo
73.9,15092,Betéitiva
66.7,15097,Boavita
68.0,15104,Boyacá
82.9,15106,Briceño
68.5,15109,Buenavista
88.9,15131,Caldas
45.4,15135,Campohermoso
85.9,15162,Cerinza
71.9,15172,Chinavita
80.3,15176,Chiquinquirá
57.1,15180,Chiscas
71.0,15183,Chita
69.1,15185,Chitaraque
27.9,15187,Chivatá
89.0,15189,Ciénega
64.3,15204,Cómbita
61.0,15212,Coper
82.9,15215,Corrales
62.0,15218,Covarachía
36.7,15223,Cubará
66.2,15224,Cucaita
68.9,15226,Cuítiva
92.1,15236,Chivor
86.1,15238,Duitama
72.9,15244,El Cocuy
61.1,15248,El Espino
68.9,15272,Firavitoba
61.8,15276,Floresta
113.9,15293,Gachantivá
57.4,15296,Gameza
68.3,15299,Garagoa
59.1,15317,Guacamayas
96.5,15322,Guateque
63.7,15325,Guayatá
30.4,15332,Güicán
65.5,15362,Iza
63.4,15367,Jenesano
51.8,15368,Jericó
32.0,15377,Labranzagrande
87.1,15380,La Capilla
52.4,15401,La Victoria
100.5,15403,La Uvita
76.7,15407,Villa de Leyva
63.7,15425,Macanal
62.5,15442,Maripí
74.0,15455,Miraflores
63.5,15464,Mongua
78.4,15466,Monguí
79.9,15469,Moniquirá
62.3,15476,Motavita
66.4,15480,Muzo
77.0,15491,Nobsa
66.9,15494,Nuevo Colón
64.3,15500,Oicatá
52.3,15507,Otanche
52.0,15511,Pachavita
66.0,15514,Páez
91.7,15516,Paipa
101.3,15518,Pajarito
103.5,15522,Panqueba
62.7,15531,Pauna
78.0,15533,Paya
71.2,15537,Paz de Río
65.8,15542,Pesca
70.2,15572,Puerto Boyacá
58.8,15580,Quípama
71.7,15599,Ramiriquí
19.0,15600,Ráquira
69.8,15621,Rondón
83.2,15632,Saboyá
70.1,15638,Sáchica
69.1,15646,Samacá
68.3,15660,San Eduardo
56.5,15664,San José de Pare
70.6,15667,San Luis de Gaceno
67.7,15673,San Mateo
53.9,15676,San Miguel de Sema
62.1,15681,San Pablo de Borbur
86.7,15686,Santana
66.6,15690,Santa María
57.5,15693,Santa Rosa de Viterbo
78.8,15696,Santa Sofía
55.1,15720,Sativanorte
104.7,15723,Sativasur
79.2,15740,Siachoque
105.4,15753,Soatá
58.6,15755,Socotá
92.6,15757,Socha
93.1,15759,Sogamoso
86.4,15761,Somondoco
76.3,15762,Sora
54.1,15763,Sotaquirá
90.5,15764,Soracá
47.6,15774,Susacón
69.8,15776,Sutamarchán
66.6,15778,Sutatenza
74.0,15790,Tasco
69.8,15798,Tenza
69.5,15804,Tibaná
62.2,15806,Tibasosa
64.7,15808,Tinjacá
76.3,15810,Tipacoque
73.0,15814,Toca
67.7,15816,Togüí
79.0,15820,Tópaga
73.0,15822,Tota
72.7,15832,Tununguá
102.6,15835,Turmequé
89.1,15837,Tuta
123.0,15839,Tutazá
54.9,15842,Umbita
73.4,15861,Ventaquemada
67.4,15879,Viracachá
78.8,15822,Tota
97.7,15897,Zetaquira
78.8,17001,Manizales
70.3,17013,Aguadas
73.9,17042,Anserma
78.4,17050,Aranzazu
65.0,17088,Belalcázar
71.5,17174,Chinchiná
71.4,17272,Filadelfia
70.3,17380,La Dorada
104.0,17388,La Merced
53.7,17433,Manzanares
74.2,17442,Marmato
62.2,17444,Marquetalia
42.4,17446,Marulanda
42.3,17486,Neira
70.5,17495,Norcasia
64.2,17513,Pácora
68.4,17524,Palestina
63.4,17541,Pensilvania
68.8,17614,Riosucio
76.1,17616,Risaralda
69.7,17653,Salamina
54.2,17662,Samaná
49.2,17665,San José
72.7,17777,Supía
82.3,17867,Victoria
82.1,17873,Villamaría
81.8,17877,Viterbo
71.0,18001,Florencia
47.3,18029,Albania
60.0,18094,Belén de los Andaquies
50.2,18150,Cartagena del Chairá
55.4,18205,Curillo
60.0,18247,El Doncello
38.7,18256,El Paujil
33.7,18410,La Montañita
49.3,18460,Milán
66.1,18479,Morelia
53.2,18592,Puerto Rico
68.5,18610,San José del Fragua
51.6,18753,San Vicente del Caguán
23.2,18756,Solano
56.1,18785,Solita
47.4,18860,Valparaíso
84.3,19001,Popayán
38.7,19022,Almaguer
47.9,19050,Argelia
49.0,19075,Balboa
52.6,19100,Bolívar
45.1,19110,Buenos Aires
56.2,19130,Cajibío
61.0,19137,Caldono
59.7,19212,Corinto
70.1,19256,El Tambo
54.5,19290,Florencia
49.0,19300,Guachene
37.4,19318,Guapi
56.6,19355,Inzá
57.3,19364,Jambaló
68.3,19392,La Sierra
31.2,19397,La Vega
32.5,19418,López
54.3,19450,Mercaderes
51.6,19455,Miranda
62.3,19473,Morales
79.2,19513,Padilla
49.7,19517,Paez
48.3,19532,Patía
41.2,19533,Piamonte
66.9,19548,Piendamó
69.9,19573,Puerto Tejada
57.0,19585,Puracé
56.3,19622,Rosas
48.8,19693,San Sebastián
74.4,19698,Santander de Quilichao
31.3,19701,Santa Rosa
60.1,19743,Silvia
39.8,19760,Sotara
58.0,19780,Suárez
39.2,19785,Sucre
72.9,19807,Timbío
31.1,19809,Timbiquí
60.6,19821,Toribio
52.4,19824,Totoró
63.7,19845,Villa Rica
70.5,20001,Valledupar
70.8,20011,Aguachica
69.4,20013,Agustín Codazzi
56.5,20032,Astrea
78.2,20045,Becerril
62.6,20060,Bosconia
68.5,20175,Chimichagua
82.7,20178,Chiriguaná
85.6,20228,Curumaní
65.0,20238,El Copey
81.7,20250,El Paso
44.6,20295,Gamarra
29.7,20310,González
62.6,20383,La Gloria
91.1,20400,La Jagua de Ibirico
53.2,20443,Manaure
71.5,20517,Pailitas
70.4,20550,Pelaya
37.6,20570,Pueblo Bello
67.0,20614,Río de Oro
65.2,20621,La Paz
69.3,20710,San Alberto
79.6,20750,San Diego
70.6,20770,San Martín
82.3,20787,Tamalameque
81.0,23001,Montería
58.0,23068,Ayapel
56.4,23079,Buenavista
62.2,23090,Canalete
83.3,23162,Cereté
66.9,23168,Chimá
73.7,23182,Chinú
62.8,23189,Ciénaga de Oro
80.2,23300,Cotorra
60.6,23350,La Apartada
79.9,23417,Lorica
48.6,23419,Los Córdobas
82.1,23464,Momil
62.8,23466,Montelíbano
70.1,23500,Moñitos
78.1,23555,Planeta Rica
54.0,23570,Pueblo Nuevo
59.6,23574,Puerto Escondido
45.5,23580,Puerto Libertador
80.2,23586,Purísima
86.0,23660,Sahagún
35.9,23670,San Andrés Sotavento
77.7,23672,San Antero
64.2,23675,San Bernardo del Viento
65.4,23678,San Carlos
74.2,23686,San Pelayo
61.0,23807,Tierralta
66.0,23855,Valencia
82.9,25001,Agua de Dios
67.2,25019,Albán
82.6,25035,Anapoima
107.7,25040,Anolaima
61.3,25053,Arbeláez
81.2,25086,Beltrán
50.0,25095,Bituima
65.5,25099,Bojacá
73.8,25120,Cabrera
50.1,25123,Cachipay
87.7,25126,Cajicá
56.5,25148,Caparrapí
84.7,25151,Caqueza
63.1,25154,Carmen de Carupa
56.2,25168,Chaguaní
89.5,25175,Chía
87.5,25178,Chipaque
96.2,25181,Choachí
72.0,25183,Chocontá
79.6,25200,Cogua
83.1,25224,Cucunubá
85.9,25245,El Colegio
74.9,25258,El Peñón
90.1,25260,El Rosal
82.1,25269,Facatativá
75.4,25279,Fomeque
63.7,25281,Fosca
103.0,25286,Funza
86.7,25290,Fusagasugá
60.4,25293,Gachala
55.1,25295,Gachancipá
81.5,25297,Gachetá
59.9,25299,Gama
86.3,25307,Girardot
64.8,25312,Granada
89.9,25317,Guachetá
61.7,25320,Guaduas
90.1,25322,Guasca
71.2,25324,Guataquí
64.2,25326,Guatavita
90.2,25328,Guayabal de Siquima
119.5,25335,Guayabetal
69.3,25339,Gutiérrez
52.1,25368,Jerusalén
110.6,25377,La Calera
79.2,25386,La Mesa
72.1,25394,La Palma
61.9,25398,La Peña
95.8,25402,La Vega
59.4,25407,Lenguazaque
91.4,25426,Macheta
78.6,25430,Madrid
60.2,25436,Manta
54.7,25438,Medina
105.8,25473,Mosquera
70.9,25483,Nariño
80.8,25486,Nemocón
59.2,25488,Nilo
46.6,25489,Nimaima
70.7,25491,Nocaima
93.9,25506,Venecia
77.5,25513,Pacho
81.3,25518,Paime
49.8,25524,Pandi
75.0,25530,Paratebueno
101.1,25535,Pasca
65.8,25572,Puerto Salgar
72.3,25580,Pulí
67.5,25592,Quebradanegra
79.7,25594,Quetame
59.8,25596,Quipile
80.0,25599,Apulo
75.7,25612,Ricaurte
72.5,25645,San Antonio del Tequendama
87.1,25649,San Bernardo
72.0,25653,San Cayetano
64.3,25658,San Francisco
65.9,25662,San Juan de Río Seco
86.7,25718,Sasaima
71.0,25736,Sesquilé
68.4,25740,Sibaté
57.6,25743,Silvania
73.5,25745,Simijaca
77.9,25754,Soacha
83.9,25758,Sopó
118.3,25769,Subachoque
68.3,25772,Suesca
63.7,25777,Supatá
35.9,25779,Susa
70.9,25781,Sutatausa
57.8,25785,Tabio
84.5,25793,Tausa
65.6,25797,Tena
121.4,25799,Tenjo
77.9,25805,Tibacuy
68.0,25807,Tibirita
67.2,25815,Tocaima
85.6,25817,Tocancipá
73.8,25823,Topaipí
71.7,25839,Ubalá
94.0,25841,Ubaque
87.4,25843,Villa de San Diego de Ubate
72.2,25845,Une
71.7,25851,Útica
57.8,25862,Vergara
82.0,25867,Vianí
75.6,25871,Villagómez
89.6,25873,Villapinzón
88.5,25875,Villeta
85.5,25878,Viotá
47.7,25885,Yacopí
63.4,25898,Zipacón
81.7,25899,Zipaquirá
70.2,27001,Quibdó
54.9,27006,Acandí
10.3,27025,Alto Baudo
38.3,27050,Atrato
43.1,27073,Bagadó
67.4,27075,Bahía Solano
27.8,27077,Bajo Baudó
33.4,27099,Bojaya
34.7,27135,El Cantón del San Pablo
43.6,27150,Carmen del Darien
22.9,27160,Cértegui
52.1,27205,Condoto
29.7,27245,El Carmen de Atrato
13.7,27250,El Litoral del San Juan
74.2,27361,Istmina
40.4,27372,Juradó
28.6,27413,Lloró
22.9,27430,Medio Baudó
36.7,27450,Medio San Juan
29.2,27491,Nóvita
39.7,27495,Nuquí
24.3,27580,Río Iro
33.0,27600,Río Quito
35.5,27615,Riosucio
57.2,27660,San José del Palmar
14.4,27745,Sipí
50.1,27787,Tadó
39.1,27800,Unguía
32.3,27810,Unión Panamericana
82.3,41001,Neiva
54.5,41006,Acevedo
70.7,41013,Agrado
59.9,41016,Aipe
71.6,41020,Algeciras
56.4,41026,Altamira
48.6,41078,Baraya
65.7,41132,Campoalegre
35.5,41206,Colombia
77.6,41244,Elías
62.0,41298,Garzón
78.7,41306,Gigante
69.7,41319,Guadalupe
74.7,41349,Hobo
71.8,41357,Iquira
71.8,41359,Isnos
69.2,41378,La Argentina
69.9,41396,La Plata
75.3,41483,Nátaga
55.4,41503,Oporapa
77.1,41518,Paicol
76.3,41524,Palermo
70.2,41530,Palestina
79.3,41548,Pital
80.9,41551,Pitalito
106.2,41615,Rivera
57.0,41660,Saladoblanco
72.1,41668,San Agustín
75.5,41676,Santa María
80.0,41770,Suaza
77.3,41791,Tarqui
96.8,41797,Tesalia
58.8,41799,Tello
66.7,41801,Teruel
72.9,41807,Timaná
59.9,41872,Villavieja
83.4,41885,Yaguará
49.4,44001,Riohacha
48.8,44035,Albania
50.5,44078,Barrancas
40.6,44090,Dibulla
32.2,44098,Distracción
46.0,44110,El Molino
92.4,44279,Fonseca
41.6,44378,Hatonuevo
51.6,44420,La Jagua del Pilar
65.9,44430,Maicao
13.9,44560,Manaure
77.5,44650,San Juan del Cesar
10.7,44847,Uribia
45.3,44855,Urumita
65.5,44874,Villanueva
69.9,47001,Santa Marta
70.5,47030,Algarrobo
53.8,47053,Aracataca
59.7,47058,Ariguaní
47.7,47161,Cerro San Antonio
60.1,47170,Chibolo
63.2,47189,Ciénaga
92.4,47205,Concordia
68.3,47245,El Banco
69.4,47258,El Piñon
65.8,47268,El Retén
74.5,47288,Fundación
64.3,47318,Guamal
58.0,47460,Nueva Granada
67.4,47541,Pedraza
39.7,47545,Pijiño del Carmen
67.2,47551,Pivijay
64.1,47555,Plato
54.7,47570,Puebloviejo
57.8,47605,Remolino
36.5,47660,Sabanas de San Angel
81.6,47675,Salamina
74.6,47692,San Sebastián de Buenavista
82.6,47703,San Zenón
52.7,47707,Santa Ana
43.4,47720,Santa Bárbara de Pinto
37.9,47745,Sitionuevo
79.4,47798,Tenerife
49.7,47960,Zapayán
64.7,47980,Zona Bananera
80.4,50001,Villavicencio
103.0,50006,Acacías
108.5,50110,Barranca de Upía
92.6,50124,Cabuyaro
103.1,50150,Castilla la Nueva
96.5,50223,Cubarral
103.8,50226,Cumaral
85.3,50245,El Calvario
80.9,50251,El Castillo
85.5,50270,El Dorado
69.8,50287,Fuente de Oro
86.8,50313,Granada
109.2,50318,Guamal
18.6,50325,Mapiripán
45.0,50330,Mesetas
28.6,50350,La Macarena
24.2,50370,Uribe
83.0,50400,Lejanías
26.6,50450,Puerto Concordia
74.6,50568,Puerto Gaitán
79.2,50573,Puerto López
54.9,50577,Puerto Lleras
28.4,50590,Puerto Rico
97.2,50680,San Carlos de Guaroa
58.7,50683,San Juan de Arama
53.3,50686,San Juanito
88.1,50689,San Martín
41.4,50711,Vistahermosa
72.4,52001,Pasto
29.9,52019,Albán
97.9,52022,Aldana
75.7,52036,Ancuyá
80.1,52051,Arboleda
30.8,52079,Barbacoas
68.8,52083,Belén
51.0,52110,Buesaco
50.7,52203,Colón
79.0,52207,Consaca
35.7,52210,Contadero
78.8,52215,Córdoba
47.0,52224,Cuaspud
62.0,52227,Cumbal
27.0,52233,Cumbitara
53.3,52240,Chachagüí
26.6,52250,El Charco
60.2,52254,El Peñol
38.2,52256,El Rosario
63.4,52258,El Tablón de Gómez
61.6,52260,El Tambo
66.1,52287,Funes
69.2,52317,Guachucal
62.5,52320,Guaitarilla
88.7,52323,Gualmatán
76.8,52352,Iles
83.1,52354,Imués
64.9,52356,Ipiales
70.5,52378,La Cruz
63.3,52381,La Florida
49.2,52385,La Llanada
21.2,52390,La Tola
79.8,52399,La Unión
35.7,52405,Leiva
51.6,52411,Linares
27.5,52418,Los Andes
13.9,52427,Magüi
43.7,52435,Mallama
22.3,52473,Mosquera
57.1,52480,Nariño
17.6,52490,Olaya Herrera
52.3,52506,Ospina
17.1,52520,Francisco Pizarro
37.4,52540,Policarpa
57.9,52560,Potosí
22.8,52565,Providencia
80.9,52573,Puerres
72.1,52585,Pupiales
27.6,52612,Ricaurte
18.8,52621,Roberto Payán
32.1,52678,Samaniego
53.3,52683,Sandoná
24.4,52685,San Bernardo
57.5,52687,San Lorenzo
62.9,52693,San Pablo
51.8,52694,San Pedro de Cartago
14.5,52696,Santa Bárbara
15.8,52699,Santacruz
60.8,52720,Sapuyes
69.8,52786,Taminango
63.6,52788,Tangua
55.0,52835,San Andres de Tumaco
65.8,52838,Túquerres
59.7,52885,Yacuanquer
76.2,54001,Cúcuta
40.3,54003,Abrego
60.4,54051,Arboledas
61.5,54099,Bochalema
65.0,54109,Bucarasica
87.1,54125,Cácota
51.1,54128,Cachirá
63.2,54172,Chinácota
46.6,54174,Chitagá
69.8,54206,Convención
62.0,54223,Cucutilla
75.9,54239,Durania
33.2,54245,El Carmen
45.9,54250,El Tarra
69.9,54261,El Zulia
53.6,54313,Gramalote
24.2,54344,Hacarí
37.2,54347,Herrán
59.7,54377,Labateca
45.6,54385,La Esperanza
49.6,54398,La Playa
60.4,54405,Los Patios
50.9,54418,Lourdes
68.9,54480,Mutiscua
66.2,54498,Ocaña
51.2,54518,Pamplona
65.5,54520,Pamplonita
44.5,54553,Puerto Santander
44.8,54599,Ragonvalia
64.2,54660,Salazar
16.7,54670,San Calixto
60.8,54673,San Cayetano
69.5,54680,Santiago
39.3,54720,Sardinata
57.7,54743,Silos
26.2,54800,Teorama
55.6,54810,Tibú
61.3,54820,Toledo
43.3,54871,Villa Caro
60.8,54874,Villa del Rosario
82.0,63001,Armenia
79.6,63111,Buenavista
79.3,63130,Calarca
75.0,63190,Circasia
80.6,63212,Córdoba
68.7,63272,Filandia
79.8,63302,Génova
66.8,63401,La Tebaida
70.7,63470,Montenegro
114.7,63548,Pijao
78.2,63594,Quimbaya
110.2,63690,Salento
84.7,66001,Pereira
95.2,68296,Galán
54.9,66045,Apía
79.8,66075,Balboa
63.9,66088,Belén de Umbría
71.0,66170,Dosquebradas
70.3,66318,Guática
66.7,66383,La Celia
80.4,66400,La Virginia
51.4,66440,Marsella
40.5,66456,Mistrató
40.6,66572,Pueblo Rico
65.7,66594,Quinchía
71.9,66682,Santa Rosa de Cabal
62.8,66687,Santuario
86.0,68001,Bucaramanga
58.3,68013,Aguada
48.5,68020,Albania
77.2,68051,Aratoca
79.8,68077,Barbosa
76.2,68079,Barichara
92.0,68081,Barrancabermeja
79.4,68092,Betulia
53.4,68101,Bolívar
53.9,68121,Cabrera
60.3,68132,California
86.8,68147,Capitanejo
56.4,68152,Carcasí
65.8,68160,Cepitá
61.1,68162,Cerrito
95.7,68167,Charalá
71.0,68169,Charta
66.0,68176,Chima
66.7,68179,Chipatá
50.7,68190,Cimitarra
63.1,68207,Concepción
58.9,68209,Confines
69.2,68211,Contratación
44.3,68217,Coromoro
73.0,68229,Curití
45.4,68235,El Carmen de Chucurí
64.2,68245,El Guacamayo
55.1,68250,El Peñón
82.4,68255,El Playón
81.0,68264,Encino
93.7,68266,Enciso
60.3,68271,Florián
73.0,68276,Floridablanca
40.7,68298,Gambita
63.8,68307,Girón
64.5,68318,Guaca
70.0,68320,Guadalupe
88.4,68322,Guapotá
48.9,68324,Guavatá
99.0,68327,Güepsa
59.4,68344,Hato
82.2,68368,Jesús María
105.7,68370,Jordán
51.6,68377,La Belleza
50.9,68385,Landázuri
64.5,68397,La Paz
73.9,68406,Lebríja
73.3,68418,Los Santos
86.5,68425,Macaravita
104.9,68432,Málaga
84.9,68444,Matanza
71.6,68464,Mogotes
63.5,68468,Molagavita
65.5,68498,Ocamonte
78.7,68500,Oiba
68.6,68502,Onzaga
50.7,68522,Palmar
87.1,68524,Palmas del Socorro
90.4,68533,Páramo
79.3,68547,Piedecuesta
61.4,68549,Pinchote
46.9,68573,Puerto Parra
71.7,68575,Puerto Wilches
63.2,68615,Rionegro
119.1,68655,Sabana de Torres
94.4,68669,San Andrés
44.3,99624,Santa Rosalía
39.1,68673,San Benito
105.1,68679,San Gil
66.5,68682,San Joaquín
60.1,68684,San José de Miranda
91.2,68686,San Miguel
68.0,68689,San Vicente de Chucurí
75.9,68705,Santa Bárbara
45.5,68720,Santa Helena del Opón
64.2,68745,Simacota
86.9,68755,Socorro
77.7,68770,Suaita
57.3,68773,Sucre
76.5,68780,Suratá
66.9,68820,Tona
81.1,68855,Valle de San José
77.1,68861,Vélez
46.5,68867,Vetas
84.3,68872,Villanueva
93.7,68895,Zapatoca
82.1,70001,Sincelejo
77.4,08770,Suan
72.8,70110,Buenavista
62.5,70124,Caimito
84.6,70204,Colosó
87.0,70215,Corozal
82.1,70221,Coveñas
77.2,70230,Chalán
59.4,70233,El Roble
67.8,70235,Galeras
54.7,70265,Guaranda
73.1,70400,La Unión
82.3,70418,Los Palmitos
80.7,70429,Majagual
53.7,70473,Morroa
80.5,70508,Ovejas
59.1,70523,Palmito
70.5,70670,Sampués
62.8,70678,San Benito Abad
75.5,70702,San Juan de Betulia
65.1,70708,San Marcos
62.6,70713,San Onofre
86.1,70717,San Pedro
60.9,70742,Sincé
59.3,70771,Sucre
65.1,70820,Santiago de Tolú
76.2,70823,Toluviejo
74.6,73001,Ibagué
68.8,73024,Alpujarra
77.4,73026,Alvarado
73.0,73030,Ambalema
36.4,73043,Anzoátegui
77.1,73055,Armero
54.5,73067,Ataco
65.3,73124,Cajamarca
87.8,73148,Carmen de Apicalá
59.2,73152,Casabianca
69.4,73168,Chaparral
61.2,73200,Coello
71.5,73217,Coyaima
71.6,73226,Cunday
83.3,73236,Dolores
77.5,73268,Espinal
76.1,73270,Falan
63.6,73275,Flandes
71.5,73283,Fresno
75.0,73319,Guamo
70.2,73347,Herveo
81.8,73349,Honda
90.7,73352,Icononzo
80.8,73408,Lérida
74.0,73411,Líbano
85.8,73443,Mariquita
76.5,73449,Melgar
54.8,73461,Murillo
67.4,73483,Natagaima
79.1,73504,Ortega
52.9,73520,Palocabildo
90.0,73547,Piedras
53.1,73555,Planadas
99.5,73563,Prado
71.4,73585,Purificación
44.9,73616,Rioblanco
63.4,73622,Roncesvalles
101.5,50223,Cubarral
84.2,73624,Rovira
78.4,73671,Saldaña
73.8,73675,San Antonio
56.5,73678,San Luis
68.5,73686,Santa Isabel
65.2,73770,Suárez
81.6,73854,Valle de San Juan
51.3,73861,Venadillo
59.6,73870,Villahermosa
89.3,73873,Villarrica
71.3,76001,Cali
38.6,76020,Alcalá
77.0,76036,Andalucía
61.4,76041,Ansermanuevo
58.1,76054,Argelia
80.0,76100,Bolívar
46.2,76109,Buenaventura
89.2,76111,Guadalajara de Buga
79.6,76113,Bugalagrande
70.8,76122,Caicedonia
89.2,76126,Calima El Darien
81.5,76130,Candelaria
