CNS,COD_MCPIO,MCPIO
62.8,19110,Buenos Aires
61.4,19130,Cajibío
75.04,19137,Caldono
85.1,19142,Caloto
79.81,19212,Corinto
71.89,19256,El Tambo
89.79,19290,Florencia
67.33,19300,Guachene
53.62,19318,Guapi
79.22,19355,Inzá
77.41,19364,Jambaló
76.26,19392,La Sierra
45.97,19397,La Vega
49.4,19418,López
53.67,19450,Mercaderes
86.85,19455,Miranda
62.17,19473,Morales
70.88,19513,Padilla
55.21,19517,Paez
70.11,19532,Patía
48.53,19533,Piamonte
74.9,19548,Piendamó
93.91,19573,Puerto Tejada
60.32,19585,Puracé
74.6,19622,Rosas
52.08,19693,San Sebastián
81.99,19698,Santander de Quilichao
63.64,19701,Santa Rosa
57.79,19743,Silvia
46.29,19760,Sotara
50.25,19780,Suárez
42.92,19785,Sucre
68.96,19807,Timbío
39.73,19809,Timbiquí
65.04,19821,Toribio
56.22,19824,Totoró
66.42,19845,Villa Rica
74.84,20001,Valledupar
68.41,20011,Aguachica
79.2,20013,Agustín Codazzi
68.07,20032,Astrea
69.61,20045,Becerril
72.49,20060,Bosconia
70.31,20175,Chimichagua
79.16,20178,Chiriguaná
69.86,20228,Curumaní
76.53,20238,El Copey
82.84,20250,El Paso
57.11,20295,Gamarra
58.02,20310,González
67.39,20383,La Gloria
71.46,20400,La Jagua de Ibirico
93.63,20443,Manaure
71.68,20517,Pailitas
76.4,20550,Pelaya
40.33,20570,Pueblo Bello
74.74,20614,Río de Oro
80.17,20621,La Paz
64.41,20710,San Alberto
67.26,20750,San Diego
61.5,20770,San Martín
81.02,20787,Tamalameque
85.86,23001,Montería
72.04,23068,Ayapel
75.28,23079,Buenavista
86.85,23090,Canalete
87.02,23162,Cereté
60.19,23168,Chimá
91.41,23182,Chinú
82.58,23189,Ciénaga de Oro
65.28,23300,Cotorra
75.83,23350,La Apartada
90.47,23417,Lorica
66.34,23419,Los Córdobas
66.43,23464,Momil
83.92,23466,Montelíbano
68.69,23500,Moñitos
92.99,23555,Planeta Rica
67.09,23570,Pueblo Nuevo
70.8,23574,Puerto Escondido
71.86,23580,Puerto Libertador
82.18,23586,Purísima
84.31,23660,Sahagún
77.09,23670,San Andrés Sotavento
74.27,23672,San Antero
70.98,23675,San Bernardo del Viento
73.02,23678,San Carlos
65.58,23682,San José de Uré
65.72,23686,San Pelayo
85.89,23807,Tierralta
53.59,23815,Tuchín
86.31,23855,Valencia
71.36,25001,Agua de Dios
60.91,25019,Albán
80.57,25035,Anapoima
90.49,25040,Anolaima
74.81,25053,Arbeláez
78.33,25086,Beltrán
96.99,25095,Bituima
81.03,25099,Bojacá
69.09,25120,Cabrera
64.3,25123,Cachipay
77.06,25126,Cajicá
74.85,25148,Caparrapí
83.01,25151,Caqueza
69.91,25154,Carmen de Carupa
62.3,25168,Chaguaní
95.73,25175,Chía
71.97,25178,Chipaque
83.61,25181,Choachí
71.38,25183,Chocontá
88.32,25200,Cogua
188.61,25214,Cota
95.37,25224,Cucunubá
80.13,25245,El Colegio
67.51,25258,El Peñón
77.66,25260,El Rosal
78.28,25269,Facatativá
75.78,25279,Fomeque
81.35,25281,Fosca
94.55,25286,Funza
169.11,25288,Fúquene
84.97,25290,Fusagasugá
77.41,25293,Gachala
72.11,25295,Gachancipá
93.37,25297,Gachetá
79.36,25299,Gama
93.19,25307,Girardot
62.76,25312,Granada
76.83,25317,Guachetá
85.25,25320,Guaduas
86.16,25322,Guasca
83.02,25324,Guataquí
83.06,25326,Guatavita
78.25,25328,Guayabal de Siquima
74.02,25335,Guayabetal
71.31,25339,Gutiérrez
91.27,25368,Jerusalén
69.62,25372,Junín
137.82,25377,La Calera
81.8,25386,La Mesa
84.2,25394,La Palma
68.09,25398,La Peña
82.82,25402,La Vega
85.09,25407,Lenguazaque
89.58,25426,Macheta
83.56,25430,Madrid
74.23,25436,Manta
83.14,25438,Medina
84.35,25473,Mosquera
82.71,25483,Nariño
85.86,25486,Nemocón
93.59,25488,Nilo
70.79,25489,Nimaima
94.15,25491,Nocaima
95.65,25506,Venecia
80.98,25513,Pacho
63.16,25518,Paime
72.04,25524,Pandi
86.28,25530,Paratebueno
115.69,25535,Pasca
91.7,25572,Puerto Salgar
56.95,25580,Pulí
96.11,25592,Quebradanegra
114.78,25594,Quetame
89.27,25596,Quipile
60.27,25599,Apulo
54.07,25612,Ricaurte
74.43,25645,San Antonio del Tequendama
91.36,25649,San Bernardo
70.38,25653,San Cayetano
68.94,25658,San Francisco
86.52,25662,San Juan de Río Seco
81.59,25718,Sasaima
93.5,25736,Sesquilé
89.31,25740,Sibaté
68.2,25743,Silvania
66.92,25745,Simijaca
78.48,25754,Soacha
90.89,25758,Sopó
118.3,25769,Subachoque
64.57,25772,Suesca
81.53,25777,Supatá
60.78,25779,Susa
69.04,25781,Sutatausa
90.48,25785,Tabio
89.33,25793,Tausa
72.64,25797,Tena
141.09,25799,Tenjo
77.38,25805,Tibacuy
88.02,25807,Tibirita
69.13,25815,Tocaima
88.74,25817,Tocancipá
70.98,25823,Topaipí
98.65,25839,Ubalá
83.0,25841,Ubaque
88.53,25843,Villa de San Diego de Ubate
77.46,25845,Une
69.83,25851,Útica
85.06,25862,Vergara
64.91,25867,Vianí
79.51,25871,Villagómez
92.27,25873,Villapinzón
90.44,25875,Villeta
91.67,25878,Viotá
76.95,25885,Yacopí
63.44,25898,Zipacón
83.37,25899,Zipaquirá
83.99,27001,Quibdó
58.31,27006,Acandí
40.11,27025,Alto Baudo
62.67,27050,Atrato
60.04,27073,Bagadó
77.98,27075,Bahía Solano
28.51,27077,Bajo Baudó
57.63,27099,Bojaya
63.5,27135,El Cantón del San Pablo
34.76,27150,Carmen del Darien
68.47,27160,Cértegui
82.69,27205,Condoto
83.41,27245,El Carmen de Atrato
26.33,27250,El Litoral del San Juan
95.3,27361,Istmina
35.83,27372,Juradó
72.51,27413,Lloró
25.64,27425,Medio Atrato
35.15,27430,Medio Baudó
59.89,27450,Medio San Juan
58.68,27491,Nóvita
27.5,27495,Nuquí
71.29,27580,Río Iro
62.85,27600,Río Quito
62.64,27615,Riosucio
64.22,27660,San José del Palmar
40.56,27745,Sipí
81.94,27787,Tadó
56.43,27800,Unguía
69.27,27810,Unión Panamericana
84.29,41001,Neiva
100.55,41006,Acevedo
77.89,41013,Agrado
81.58,41016,Aipe
77.94,41020,Algeciras
61.33,41026,Altamira
55.3,41078,Baraya
72.79,41132,Campoalegre
74.8,41206,Colombia
79.56,41244,Elías
83.29,41298,Garzón
89.77,41306,Gigante
83.36,41319,Guadalupe
72.34,41349,Hobo
90.77,41357,Iquira
76.27,41359,Isnos
81.07,41378,La Argentina
80.51,41396,La Plata
87.67,41483,Nátaga
72.66,41503,Oporapa
72.76,41518,Paicol
98.06,41524,Palermo
85.56,41530,Palestina
83.36,41548,Pital
83.32,41551,Pitalito
84.37,41615,Rivera
71.64,41660,Saladoblanco
82.83,41668,San Agustín
76.41,41676,Santa María
75.72,41770,Suaza
76.22,41791,Tarqui
79.8,41797,Tesalia
76.82,41799,Tello
68.85,41801,Teruel
73.24,41807,Timaná
79.67,41872,Villavieja
78.1,41885,Yaguará
84.09,44001,Riohacha
58.85,44035,Albania
58.75,44078,Barrancas
45.56,44090,Dibulla
56.41,44098,Distracción
66.36,44110,El Molino
80.17,44279,Fonseca
67.49,44378,Hatonuevo
48.39,44420,La Jagua del Pilar
66.59,44430,Maicao
43.84,44560,Manaure
74.89,44650,San Juan del Cesar
38.24,44847,Uribia
63.53,44855,Urumita
75.73,44874,Villanueva
86.81,47001,Santa Marta
67.85,47030,Algarrobo
57.18,47053,Aracataca
69.98,47058,Ariguaní
60.85,47161,Cerro San Antonio
67.03,47170,Chibolo
74.15,47189,Ciénaga
80.29,47205,Concordia
80.45,47245,El Banco
59.54,47258,El Piñon
72.87,47268,El Retén
79.33,47288,Fundación
81.58,47318,Guamal
62.41,47460,Nueva Granada
68.52,47541,Pedraza
82.27,47545,Pijiño del Carmen
74.09,47551,Pivijay
64.39,47555,Plato
54.85,47570,Puebloviejo
45.71,47605,Remolino
54.62,47660,Sabanas de San Angel
65.76,47675,Salamina
77.47,47692,San Sebastián de Buenavista
62.45,47703,San Zenón
67.32,47707,Santa Ana
72.67,47720,Santa Bárbara de Pinto
60.85,47745,Sitionuevo
75.18,47798,Tenerife
61.83,47960,Zapayán
72.23,47980,Zona Bananera
85.02,50001,Villavicencio
87.94,50006,Acacías
73.69,50110,Barranca de Upía
82.56,50124,Cabuyaro
73.44,50150,Castilla la Nueva
76.77,50223,Cubarral
89.07,50226,Cumaral
83.42,50245,El Calvario
79.79,50251,El Castillo
77.29,50270,El Dorado
70.14,50287,Fuente de Oro
90.66,50313,Granada
98.95,50318,Guamal
50.83,50325,Mapiripán
66.58,50330,Mesetas
37.14,50350,La Macarena
60.64,50370,Uribe
82.52,50400,Lejanías
72.82,50450,Puerto Concordia
72.76,50568,Puerto Gaitán
96.55,50573,Puerto López
59.44,50577,Puerto Lleras
69.0,50590,Puerto Rico
110.84,50606,Restrepo
76.39,50680,San Carlos de Guaroa
59.76,50683,San Juan de Arama
93.81,50686,San Juanito
75.26,50689,San Martín
80.71,50711,Vistahermosa
99.04,52001,Pasto
81.29,52019,Albán
110.1,52022,Aldana
75.9,52036,Ancuyá
80.41,52051,Arboleda
35.62,52079,Barbacoas
93.67,52083,Belén
71.15,52110,Buesaco
83.48,52203,Colón
60.5,52207,Consaca
53.62,52210,Contadero
71.93,52215,Córdoba
62.45,52224,Cuaspud
82.2,52227,Cumbal
100.54,52233,Cumbitara
72.99,52240,Chachagüí
46.38,52250,El Charco
69.8,52254,El Peñol
39.4,52256,El Rosario
79.91,52258,El Tablón de Gómez
77.87,52260,El Tambo
62.39,52287,Funes
81.68,52317,Guachucal
65.47,52320,Guaitarilla
91.88,52323,Gualmatán
81.36,52352,Iles
74.06,52354,Imués
95.89,52356,Ipiales
77.96,52378,La Cruz
79.3,52381,La Florida
66.4,52385,La Llanada
48.27,52390,La Tola
84.51,52399,La Unión
60.77,52405,Leiva
77.13,52411,Linares
92.47,52418,Los Andes
12.91,52427,Magüi
62.92,52435,Mallama
28.89,52473,Mosquera
68.28,52480,Nariño
36.06,52490,Olaya Herrera
69.81,52506,Ospina
29.73,52520,Francisco Pizarro
89.23,52540,Policarpa
107.59,52560,Potosí
63.78,52565,Providencia
87.83,52573,Puerres
97.63,52585,Pupiales
42.16,52612,Ricaurte
34.8,52621,Roberto Payán
70.95,52678,Samaniego
84.87,52683,Sandoná
71.43,52685,San Bernardo
80.85,52687,San Lorenzo
81.43,52693,San Pablo
72.93,52694,San Pedro de Cartago
26.11,52696,Santa Bárbara
51.46,52699,Santacruz
68.89,52720,Sapuyes
90.64,52786,Taminango
54.0,52788,Tangua
52.0,52835,San Andres de Tumaco
69.68,52838,Túquerres
69.13,52885,Yacuanquer
87.09,54001,Cúcuta
65.88,54003,Abrego
72.49,54051,Arboledas
78.19,54099,Bochalema
57.76,54109,Bucarasica
86.02,54125,Cácota
56.08,54128,Cachirá
83.12,54172,Chinácota
68.43,54174,Chitagá
78.35,54206,Convención
57.96,54223,Cucutilla
79.6,54239,Durania
39.27,54245,El Carmen
68.26,54250,El Tarra
82.35,54261,El Zulia
68.13,54313,Gramalote
51.88,54344,Hacarí
39.52,54347,Herrán
61.09,54377,Labateca
74.71,54385,La Esperanza
65.6,54398,La Playa
75.14,54405,Los Patios
60.73,54418,Lourdes
76.74,54480,Mutiscua
75.46,54498,Ocaña
77.46,54518,Pamplona
82.0,54520,Pamplonita
68.94,54553,Puerto Santander
79.95,54599,Ragonvalia
73.06,54660,Salazar
39.36,54670,San Calixto
73.39,54673,San Cayetano
67.18,54680,Santiago
63.88,54720,Sardinata
76.04,54743,Silos
69.95,54800,Teorama
82.4,54810,Tibú
80.97,54820,Toledo
50.59,54871,Villa Caro
80.43,54874,Villa del Rosario
88.49,63001,Armenia
62.76,63111,Buenavista
84.51,63130,Calarca
78.17,63190,Circasia
76.52,63212,Córdoba
87.2,63272,Filandia
93.27,63302,Génova
74.91,63401,La Tebaida
79.69,63470,Montenegro
131.21,63548,Pijao
90.86,63594,Quimbaya
126.84,63690,Salento
100.34,66001,Pereira
67.64,66045,Apía
66.58,66075,Balboa
76.78,66088,Belén de Umbría
82.34,66170,Dosquebradas
82.18,66318,Guática
87.97,66383,La Celia
104.24,66400,La Virginia
70.39,66440,Marsella
42.44,66456,Mistrató
51.86,66572,Pueblo Rico
84.84,66594,Quinchía
84.39,66682,Santa Rosa de Cabal
68.88,66687,Santuario
92.28,68001,Bucaramanga
88.78,68013,Aguada
68.01,68020,Albania
88.85,68051,Aratoca
75.24,68077,Barbosa
77.55,68079,Barichara
105.38,68081,Barrancabermeja
66.67,68092,Betulia
74.56,68101,Bolívar
73.88,68121,Cabrera
96.0,68132,California
77.23,68147,Capitanejo
70.31,68152,Carcasí
87.14,68160,Cepitá
89.45,68162,Cerrito
96.4,68167,Charalá
86.67,68169,Charta
67.19,68176,Chima
63.09,68179,Chipatá
79.03,68190,Cimitarra
64.75,68207,Concepción
73.76,68209,Confines
94.29,68211,Contratación
69.76,68217,Coromoro
72.48,68229,Curití
51.99,68235,El Carmen de Chucurí
77.62,68245,El Guacamayo
54.6,68250,El Peñón
75.89,68255,El Playón
57.51,68264,Encino
100.47,68266,Enciso
61.64,68271,Florián
80.82,68276,Floridablanca
102.86,68296,Galán
68.06,68298,Gambita
84.9,68307,Girón
69.46,68318,Guaca
90.58,68320,Guadalupe
56.17,68322,Guapotá
44.35,68324,Guavatá
69.44,68327,Güepsa
71.88,68344,Hato
87.11,68368,Jesús María
114.29,68370,Jordán
77.05,68377,La Belleza
83.98,68385,Landázuri
62.93,68397,La Paz
81.66,68406,Lebríja
74.16,68418,Los Santos
75.51,68425,Macaravita
93.87,68432,Málaga
121.74,68444,Matanza
80.03,68464,Mogotes
61.87,68468,Molagavita
59.0,68498,Ocamonte
83.02,68500,Oiba
77.36,68502,Onzaga
78.35,68522,Palmar
77.65,68524,Palmas del Socorro
86.88,68533,Páramo
89.68,68547,Piedecuesta
68.88,68549,Pinchote
127.37,68572,Puente Nacional
78.02,68573,Puerto Parra
84.06,68575,Puerto Wilches
90.83,68615,Rionegro
82.95,68655,Sabana de Torres
94.14,68669,San Andrés
63.58,68673,San Benito
100.61,68679,San Gil
81.01,68682,San Joaquín
59.01,68684,San José de Miranda
75.16,68686,San Miguel
71.55,68689,San Vicente de Chucurí
69.93,68705,Santa Bárbara
88.39,68720,Santa Helena del Opón
71.93,68745,Simacota
90.11,68755,Socorro
93.95,68770,Suaita
69.62,68773,Sucre
75.63,68780,Suratá
72.95,68820,Tona
81.6,68855,Valle de San José
71.03,68861,Vélez
61.38,68867,Vetas
67.47,68872,Villanueva
103.1,68895,Zapatoca
89.54,70001,Sincelejo
65.84,70110,Buenavista
58.21,70124,Caimito
81.82,70204,Colosó
87.4,70215,Corozal
84.04,70221,Coveñas
63.82,70230,Chalán
74.94,70233,El Roble
68.59,70235,Galeras
63.2,70265,Guaranda
74.55,70400,La Unión
83.7,70418,Los Palmitos
86.7,70429,Majagual
57.55,70473,Morroa
88.42,70508,Ovejas
76.06,70523,Palmito
77.9,70670,Sampués
65.32,70678,San Benito Abad
71.77,70702,San Juan de Betulia
73.01,70708,San Marcos
66.73,70713,San Onofre
72.65,70717,San Pedro
73.67,70742,Sincé
59.17,70771,Sucre
72.47,70820,Santiago de Tolú
78.69,70823,Toluviejo
95.58,73001,Ibagué
80.34,73024,Alpujarra
79.6,73026,Alvarado
63.99,73030,Ambalema
67.01,73043,Anzoátegui
85.22,73055,Armero
72.96,73067,Ataco
83.69,73124,Cajamarca
92.05,73148,Carmen de Apicalá
74.21,73152,Casabianca
78.31,73168,Chaparral
71.64,73200,Coello
100.41,73217,Coyaima
92.43,73226,Cunday
89.4,73236,Dolores
97.56,73268,Espinal
113.65,73270,Falan
76.17,73275,Flandes
81.01,73283,Fresno
81.71,73319,Guamo
77.71,73347,Herveo
80.47,73349,Honda
87.09,73352,Icononzo
85.09,73408,Lérida
97.01,73411,Líbano
84.24,73443,Mariquita
109.13,73449,Melgar
58.26,73461,Murillo
95.18,73483,Natagaima
71.51,73504,Ortega
68.29,73520,Palocabildo
65.07,73547,Piedras
82.43,73555,Planadas
93.54,73563,Prado
90.06,73585,Purificación
65.72,73616,Rioblanco
69.66,73622,Roncesvalles
88.31,73624,Rovira
74.51,73671,Saldaña
86.31,73675,San Antonio
87.81,73678,San Luis
83.69,73686,Santa Isabel
81.59,73770,Suárez
74.86,73854,Valle de San Juan
89.9,73861,Venadillo
82.32,73870,Villahermosa
80.27,73873,Villarrica
75.6,76001,Cali
56.51,76020,Alcalá
59.23,76036,Andalucía
59.21,76041,Ansermanuevo
66.83,76054,Argelia
63.5,76100,Bolívar
61.35,76109,Buenaventura
73.9,76111,Guadalajara de Buga
68.23,76113,Bugalagrande
59.14,76122,Caicedonia
74.32,76126,Calima El Darien
73.68,76130,Candelaria
72.83,76147,Cartago
54.63,76233,Dagua
71.76,76243,El Águila
57.87,76246,El Cairo
78.42,76248,El Cerrito
61.69,76250,El Dovio
75.39,76275,Florida
91.04,76306,Ginebra
62.85,76318,Guacarí
68.93,76364,Jamundí
71.15,76377,La Cumbre
69.07,76400,La Unión
77.03,76403,La Victoria
50.06,76497,Obando
73.68,76520,Palmira
70.17,76563,Pradera
88.14,76606,Restrepo
67.68,76616,Riofrío
77.07,76622,Roldanillo
69.28,76670,San Pedro
66.22,76736,Sevilla
61.19,76823,Toro
63.11,76828,Trujillo
72.54,76834,Tuluá
62.97,76845,Ulloa
62.56,76863,Versalles
62.45,76869,Vijes
68.24,76890,Yotoco
85.63,76892,Yumbo
71.01,76895,Zarzal
78.39,81001,Arauca
54.22,81065,Arauquita
95.09,81220,Cravo Norte
82.26,81300,Fortul
54.05,81591,Puerto Rondón
68.49,81736,Saravena
97.47,81794,Tame
89.84,85001,Yopal
85.04,85010,Aguazul
58.76,85015,Chameza
74.79,85125,Hato Corozal
54.68,85136,La Salina
71.56,85139,Maní
80.93,85162,Monterrey
86.86,85225,Nunchía
64.87,85230,Orocué
80.01,85250,Paz de Ariporo
74.43,85263,Pore
39.42,85279,Recetor
79.84,85300,Sabanalarga
55.03,85315,Sácama
71.22,85325,San Luis de Palenque
71.48,85400,Támara
77.06,85410,Tauramena
88.75,85430,Trinidad
84.0,85440,Villanueva
80.41,86001,Mocoa
79.5,86219,Colón
86.8,86320,Orito
77.56,86568,Puerto Asís
54.64,86569,Puerto Caicedo
36.65,86571,Puerto Guzmán
51.6,86573,Leguízamo
108.88,86749,Sibundoy
65.78,86755,San Francisco
79.12,86757,San Miguel
72.3,86760,Santiago
77.43,86865,Valle del Guamuez
92.82,86885,Villagarzón
84.85,88001,San Andrés
69.19,88564,Providencia
75.84,91001,Leticia
34.8,91263,El Encanto
37.77,91405,La Chorrera
39.5,91407,La Pedrera
0.0,91430,La Victoria
36.65,91460,Miriti - Paraná
37.88,91530,Puerto Alegría
58.14,91536,Puerto Arica
37.36,91540,Puerto Nariño
30.69,91669,Puerto Santander
31.99,91798,Tarapacá
45.06,94001,Inírida
32.32,94343,Barranco Minas
25.71,94883,San Felipe
20.64,94884,Puerto Colombia
0.0,94885,La Guadalupe
8.55,94886,Cacahual
8.44,94887,Pana Pana
12.71,94888,Morichal
80.04,95001,San José del Guaviare
55.29,95015,Calamar
58.85,95025,El Retorno
29.1,95200,Miraflores
42.96,97001,Mitú
0.0,97161,Caruru
15.48,97511,Pacoa
0.0,97666,Taraira
0.0,97777,Papunaua
23.3,97889,Yavaraté
77.45,99001,Puerto Carreño
66.28,99524,La Primavera
63.87,99624,Santa Rosalía
14.15,99773,Cumaribo
77.23,68368,Jesús María
124.44,68370,Jordán
78.31,68377,La Belleza
88.63,68385,Landázuri
63.75,68397,La Paz
82.08,68406,Lebríja
70.63,68418,Los Santos
79.73,68425,Macaravita
96.16,68432,Málaga
86.88,68533,Páramo
87.71,68547,Piedecuesta
70.43,68549,Pinchote
123.79,68572,Puente Nacional
69.59,68573,Puerto Parra
78.42,68575,Puerto Wilches
89.03,68615,Rionegro
81.56,68655,Sabana de Torres
92.98,68669,San Andrés
63.01,68673,San Benito
98.1,68679,San Gil
74.05,68682,San Joaquín
63.57,68684,San José de Miranda
76.4,68686,San Miguel
69.86,68689,San Vicente de Chucurí
77.12,68705,Santa Bárbara
76.32,68720,Santa Helena del Opón
68.89,68745,Simacota
84.02,68755,Socorro
90.92,68770,Suaita
75.66,68773,Sucre
68.94,68780,Suratá
72.66,68820,Tona
83.02,68855,Valle de San José
71.66,68861,Vélez
58.9,68867,Vetas
66.27,68872,Villanueva
90.75,68895,Zapatoca
88.0,70001,Sincelejo
65.64,70110,Buenavista
58.16,70124,Caimito
78.61,70204,Colosó
88.22,70215,Corozal
81.98,70221,Coveñas
62.22,70230,Chalán
74.48,70233,El Roble
68.99,70235,Galeras
61.49,70265,Guaranda
71.91,70400,La Unión
77.38,70418,Los Palmitos
82.83,70429,Majagual
57.46,70473,Morroa
85.74,70508,Ovejas
77.06,70523,Palmito
75.83,70670,Sampués
63.26,70678,San Benito Abad
68.25,70702,San Juan de Betulia
72.2,70708,San Marcos
65.1,70713,San Onofre
73.45,70717,San Pedro
73.02,70742,Sincé
56.47,70771,Sucre
69.23,70820,Santiago de Tolú
79.53,70823,Toluviejo
93.36,73001,Ibagué
74.92,73024,Alpujarra
72.88,73026,Alvarado
60.71,73030,Ambalema
65.74,73043,Anzoátegui
85.4,73055,Armero
65.5,73067,Ataco
84.63,73124,Cajamarca
89.56,73148,Carmen de Apicalá
70.56,73152,Casabianca
76.36,73168,Chaparral
73.61,73200,Coello
95.3,73217,Coyaima
94.04,73226,Cunday
80.53,73236,Dolores
97.3,73268,Espinal
102.23,73270,Falan
72.94,73275,Flandes
80.05,73283,Fresno
76.77,73319,Guamo
74.05,73347,Herveo
76.87,73349,Honda
87.04,73352,Icononzo
83.42,73408,Lérida
91.88,73411,Líbano
83.87,73443,Mariquita
105.03,73449,Melgar
53.37,73461,Murillo
91.23,73483,Natagaima
68.64,73504,Ortega
62.82,73520,Palocabildo
62.71,73547,Piedras
77.83,73555,Planadas
91.41,73563,Prado
86.75,73585,Purificación
61.34,73616,Rioblanco
68.49,73622,Roncesvalles
85.09,73624,Rovira
75.45,73671,Saldaña
86.72,73675,San Antonio
88.59,73678,San Luis
82.82,73686,Santa Isabel
72.91,73770,Suárez
76.57,73854,Valle de San Juan
88.05,73861,Venadillo
76.4,73870,Villahermosa
84.46,73873,Villarrica
76.48,76001,Cali
58.33,76020,Alcalá
59.38,76036,Andalucía
61.11,76041,Ansermanuevo
66.5,76054,Argelia
64.46,76100,Bolívar
61.48,76109,Buenaventura
75.04,76111,Guadalajara de Buga
66.71,76113,Bugalagrande
61.88,76122,Caicedonia
74.86,76126,Calima El Darien
72.02,76130,Candelaria
72.65,76147,Cartago
57.32,76233,Dagua
71.23,76243,El Águila
58.06,76246,El Cairo
81.66,76248,El Cerrito
66.31,76250,El Dovio
75.98,76275,Florida
88.56,76306,Ginebra
64.47,76318,Guacarí
67.67,76364,Jamundí
67.65,76377,La Cumbre
70.56,76400,La Unión
80.25,76403,La Victoria
49.94,76497,Obando
73.71,76520,Palmira
69.23,76563,Pradera
85.76,76606,Restrepo
66.54,76616,Riofrío
78.41,76622,Roldanillo
69.84,76670,San Pedro
71.32,76736,Sevilla
66.64,76823,Toro
62.74,76828,Trujillo
74.06,76834,Tuluá
60.43,76845,Ulloa
64.0,76863,Versalles
60.52,76869,Vijes
69.19,76890,Yotoco
87.88,76892,Yumbo
69.71,76895,Zarzal
78.77,81001,Arauca
53.53,81065,Arauquita
79.62,81220,Cravo Norte
82.67,81300,Fortul
58.48,81591,Puerto Rondón
70.77,81736,Saravena
95.92,81794,Tame
90.32,85001,Yopal
84.29,85010,Aguazul
64.06,85015,Chameza
72.44,85125,Hato Corozal
57.66,85136,La Salina
70.49,85139,Maní
79.28,85162,Monterrey
82.45,85225,Nunchía
67.03,85230,Orocué
78.93,85250,Paz de Ariporo
71.58,85263,Pore
53.85,85279,Recetor
83.54,85300,Sabanalarga
54.05,85315,Sácama
65.05,85325,San Luis de Palenque
72.84,85400,Támara
77.53,85410,Tauramena
86.26,85430,Trinidad
87.59,85440,Villanueva
82.99,86001,Mocoa
75.38,86219,Colón
83.48,86320,Orito
78.14,86568,Puerto Asís
56.64,86569,Puerto Caicedo
37.0,86571,Puerto Guzmán
52.53,86573,Leguízamo
110.21,86749,Sibundoy
68.62,86755,San Francisco
79.69,86757,San Miguel
71.66,86760,Santiago
78.69,86865,Valle del Guamuez
91.57,86885,Villagarzón
84.14,88001,San Andrés
74.02,88564,Providencia
77.68,91001,Leticia
34.22,91263,El Encanto
34.58,91405,La Chorrera
36.27,91407,La Pedrera
0.0,91430,La Victoria
31.58,91460,Miriti - Paraná
32.31,91530,Puerto Alegría
55.81,91536,Puerto Arica
38.76,91540,Puerto Nariño
33.0,91669,Puerto Santander
32.22,91798,Tarapacá
42.4,94001,Inírida
27.58,94343,Barranco Minas
21.13,94883,San Felipe
11.26,94884,Puerto Colombia
0.0,94885,La Guadalupe
4.2,94886,Cacahual
10.04,94887,Pana Pana
13.33,94888,Morichal
78.79,95001,San José del Guaviare
55.66,95015,Calamar
57.04,95025,El Retorno
27.44,95200,Miraflores
40.19,97001,Mitú
0.0,97161,Caruru
16.99,97511,Pacoa
0.0,97666,Taraira
0.0,97777,Papunaua
24.24,97889,Yavaraté
73.74,99001,Puerto Carreño
63.43,99524,La Primavera
59.9,99624,Santa Rosalía
12.86,99773,Cumaribo
64.38,05002,Abejorral
55.76,05004,Abriaquí
